SKU,Name,Location,TCP,Floor_Area,Bedrooms,Baths,Club House,Gym,Swimming Pool,Security,CCTV,Reception Area,Parking Area,Source,City/Town,Province
CD65C9EB73B52DCPH,WIND RESIDENCES,"Maharlika West, Tagaytay",6500000,41.71,0,0,0,0,1,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/l-r-2-85-acquired-property-condo-for-sale-in-unit-170773182742/,Tagaytay,CAVITE
CD63BD57F06E2BBPH,WIND RESIDENCES,"Maharlika West, Tagaytay",4228500,28.19,0,0,0,0,1,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/l-r-2-69-acquired-property-condo-for-sale-in-unit-167335320049/,Tagaytay,CAVITE
CD6561D135A6E07PH,WIND RESIDENCES,"Maharlika West, Tagaytay",20000000,148,3,0,1,1,0,0,1,0,1,https://www.lamudi.com.ph/projects/wind-residences/sale-tagaytay-penthouse-with-a-view-of-the-taal-la-171259052499/,Tagaytay,CAVITE
CD64B3E96B6619EPH,ALPINE VILLAS,"Crosswinds Dr, 4120 Tagaytay City, Philippines Iruhin East, Tagaytay",23769000,67.92,1,0,0,0,0,1,1,1,1,https://www.lamudi.com.ph/projects/alpine-villas/luxury-leisure-property-in-tagaytay-city-1br-with-17007100062/,Tagaytay,CAVITE
CD65C9CAC7B62A9PH,SERIN WEST TAGAYTAY,"Unit 914, 9/F, Tower 2, Serin West Tagaytay, Brgy. Silang, Crossing East, Tagaytay City, Cavite (With Parking Slot) (with Authority to Sell Contact: Arnold Aguarin local 34715; aguarin.arnold@bdo.com.ph) Silang Junction South, Tagaytay",7500000,22.53,1,0,0,0,1,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/l-r-2-86-acquired-property-condo-for-sale-in-unit-170772346399/,Tagaytay,CAVITE
CD63BD57F122EA3PH,WIND RESIDENCES,"Maharlika West, Tagaytay",3993000,26.62,0,0,0,0,1,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/l-r-2-66-acquired-property-condo-for-sale-in-unit-167335320196/,Tagaytay,CAVITE
CD66A6877668FF2PH,ZEAL RESIDENCES,"Zeal Residences Brgy. Tejero, General Trias, Cavite Pasong Camachile I, General Trias",3191000,24.41,1,1,2,0,1,1,1,1,2,https://www.lamudi.com.ph/buy/cavite/general-trias/pre-selling-smdc-zeal-condo-unit-across-robinsons-172218968674/,General Trias,CAVITE
CD665A8DE874F3CPH,LAMORE AT MICARA ESTATES,"Pasong Kawayan I, General Trias",2560320,28.38,1,1,1,0,1,1,1,2,1,https://www.lamudi.com.ph/buy/cavite/general-trias/preselling-affordable-1br-28-38-sqm-lamore-condo-v-17172106001/,General Trias,CAVITE
CD664C3955E5079PH,SERIN EAST TAGAYTAY,"Serin East Tagaytay, Silang Junction North, Tagaytay, Cavite, Philippines Silang Junction North, Tagaytay",0,45,1,1,0,0,0,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/serin-east-tagaytay-rfo-pre-selling-condominium-re-17180333910/,Tagaytay,CAVITE
CD66544BC7E4776PH,0,"San Agustin, Trece Martires",3075000,0,1,0,0,0,1,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/trece-martires/flexi-suite-unit-convertible-to-1br-or-2br-171680045598/,Trece Martires,CAVITE
CD669FA50A3DCEEPH,SERIN EAST TAGAYTAY,"Serin East Tagaytay, Silang Junction North, Tagaytay, Cavite, Philippines Silang Junction North, Tagaytay",8441737,34.7,1,1,0,0,1,1,0,1,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/executive-studio-with-balcony-for-sale-in-tagaytay-172173850638/,Tagaytay,CAVITE
CD66888D0E25172PH,THE WOODRIDGE AT TAGAYTAY HIGHLANDS,"Calabuso North, Tagaytay",32000000,257,4,4,0,0,1,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/4-bedroom-unit-in-tagaytay-172022503820/,Tagaytay,CAVITE
CD604229D5A07F7PH,HORIZON TERRACES,"Tagaytay highlands - Brgy.Calabuso Calabuso North, Tagaytay",15000000,65,2,2,2,3,2,1,1,2,4,https://www.lamudi.com.ph/projects/horizon-terraces/65-sqm-condo-for-sale-in-tagaytay-highlands-172261282971/,Tagaytay,CAVITE
CD64B0A15141EC3PH,WIND RESIDENCES,"Tagaytay-Nasugbu Highway, Barangay Maharlika West, Tagaytay City, Cavite Maharlika West, Tagaytay",7850000,34.81,1,1,2,3,2,1,1,0,3,https://www.lamudi.com.ph/projects/wind-residences/studio-with-balcony-facing-taal-lake-168929723353/,Tagaytay,CAVITE
CD6685D72A7E09EPH,JADE RESIDENCES,"Chino Roces Ave, Makati, Philippines Malagasang I-C, Imus",6690000,24,1,1,0,0,1,1,1,2,0,https://www.lamudi.com.ph/buy/cavite/imus/your-future-space-1br-unit-at-jade-residences-chin-172004740212/,Imus,CAVITE
CD64FE8AA18DFCFPH,ALPINE VILLAS,"Iruhin East, Tagaytay",8000000,30.28,1,1,0,0,1,1,0,1,1,https://www.lamudi.com.ph/projects/alpine-villas/cozy-studio-unit-for-sale-at-alpine-villa-crosswin-169490663523/,Tagaytay,CAVITE
CD6624C2E72BDD0PH,HORIZON TERRACES,"Calabuso North, Tagaytay",7400000,44,1,1,2,2,2,1,1,2,4,https://www.lamudi.com.ph/projects/horizon-terraces/tagaytay-highlands-condo-project-for-sale-171368522338/,Tagaytay,CAVITE
CD663A45CBBCE0EPH,KASA LUNTIAN,"The Serviced Residences at Kasa Luntian is along Tagaytay-Calamba Road, San Jose, Tagaytay City, Cavite San Jose, Tagaytay",10000000,56,1,1,1,0,1,1,0,0,2,https://www.lamudi.com.ph/buy/cavite/tagaytay/1-bedroom-unit-in-kasa-luntian-ayala-land-property-171509498780/,Tagaytay,CAVITE
CD64A7B4140CB2DPH,ZEAL RESIDENCES,"Tejero, General Trias",3154000,24.41,1,1,0,0,1,1,0,0,1,https://www.lamudi.com.ph/projects/zeal-residences/for-sale-1-bedroom-condo-unit-at-zeal-residences-i-168871221264/,General Trias,CAVITE
CD6592D77D19BD7PH,WOODRIDGE PLACE AT TAGAYTAY HIGHLANDS,"Calabuso, Tagaytay",39500000,148,3,4,1,0,0,1,0,2,1,https://www.lamudi.com.ph/projects/woodridge-place-at-tagaytay-highlands/penthouse-woodridge-mahogany-building-tagaytay-hig-172156034370/,Tagaytay,CAVITE
CD65713FD1D9F6APH,HIGHLANDS RESIDENCES,"Calabuso, Tagaytay",12369280,64.68,1,1,0,0,1,0,0,1,1,https://www.lamudi.com.ph/projects/highlands-residences/1-bedroom-terrace-floor-for-sale-at-highlands-resi-170222312030/,Tagaytay,CAVITE
CD642410E9B0E75PH,FULLERTON SUITES,"Orchard Drive South Forbes Golf City, Sta Rosa Height Barangay puting Kahoy Silang Cavite, Silang, 4118 Cavite Puting Kahoy, Silang",2200000,18,1,1,2,0,1,1,1,1,2,https://www.lamudi.com.ph/projects/fullerton-suites-1/for-sale-studio-unit-at-south-forbes-fullerton-sui-169520134446/,Silang,CAVITE
CD603CC97701538PH,HORIZON TERRACES,"Calabuso North, Tagaytay",10000000,35,1,1,1,2,0,0,0,1,0,https://www.lamudi.com.ph/projects/horizon-terraces/taal-view-and-mountain-view-condominium-in-tagaytay-highlands-1/,Tagaytay,CAVITE
CD6508C59D5EA26PH,KASA LUNTIAN,"Iruhin South, Tagaytay",8999999,57,1,1,1,0,1,1,1,0,4,https://www.lamudi.com.ph/projects/kasa-luntian-1/kasa-luntian-tagaytay-1-bedroom-condominium-for-sa-172122289259/,Tagaytay,CAVITE
CD6667A6A92F387PH,0,"Iruhin East, Tagaytay",10100000,0,1,0,0,0,0,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/for-sale-tagaytay-calamba-rd-crosswinds-1br-condo-171811951959/,Tagaytay,CAVITE
CD6676E27E4822EPH,SERIN EAST TAGAYTAY,"Silang Junction North, Tagaytay",5400000,22.7,1,1,0,0,0,1,1,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/studio-condominium-in-tagaytay-171906726215/,Tagaytay,CAVITE
CD65694B2F0FB61PH,HIGHLANDS RESIDENCES AT TAGAYTAY HIGHLANDS,"Calabuso, Tagaytay",10000000,67,2,2,1,1,2,0,1,1,4,https://www.lamudi.com.ph/projects/highlands-residences/new-condo-project-for-sale-in-at-tagaytay-highland-170178381918/,Tagaytay,CAVITE
CD6661BBC2837E6PH,WIND RESIDENCES,"Kaybagal East, Tagaytay",4000000,28,1,1,1,0,1,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/wind-residences-tagaytay-condominium-for-sale-171768109078/,Tagaytay,CAVITE
CD66648CD4B4490PH,ZEAL RESIDENCES,"Brgy. Tejero, General Trias City, Cavite Tejero, General Trias",3200000,24.41,1,1,2,2,1,1,1,2,1,https://www.lamudi.com.ph/buy/cavite/general-trias/1-bedroom-condominium-unit-for-sale-in-zeal-reside-171786568476/,General Trias,CAVITE
CD64DC456F7A344PH,WIND RESIDENCES,"Maharlika East, Tagaytay",4800000,34,1,1,0,0,1,1,0,0,0,https://www.lamudi.com.ph/projects/wind-residences/wind-residences-1-bedroom-condominium-unit-for-sal-16922325266/,Tagaytay,CAVITE
CD62C33271B135DPH,SERIN EAST TAGAYTAY,"Avida Serin Tagaytay Silang Junction North, Tagaytay",15100000,70,2,2,1,2,2,1,1,2,1,https://www.lamudi.com.ph/buy/cavite/tagaytay/2-bedroom-condo-unit-for-sale-in-avida-serin-tagay-170482337517/,Tagaytay,CAVITE
CD6694B5CF52EC3PH,STANFORD SUITES,"South Bldv, South Forbes, Silang Cavite Inchican, Silang",2200000,18,1,1,0,0,0,1,1,1,0,https://www.lamudi.com.ph/buy/cavite/silang/studio-unit-for-sale-stanford-suites-3-172120111790/,Silang,CAVITE
CD654B11A97BE88PH,WOODRIDGE PLACE AT TAGAYTAY HIGHLANDS,"Calabuso, Tagaytay",30000000,257.13,4,4,0,0,0,1,0,0,1,https://www.lamudi.com.ph/projects/woodridge-place-at-tagaytay-highlands/4-bedroom-unit-in-tagaytay-highlands-for-sale-169941853723/,Tagaytay,CAVITE
CD6678EB3690DFEPH,WOODRIDGE PLACE AT TAGAYTAY HIGHLANDS,"Calabuso, Tagaytay",32000000,257.44,4,4,0,0,1,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/woodridge-place-tagaytay-highlands-4br-with-2-park-171920056663/,Tagaytay,CAVITE
CD62C335B24CC4EPH,SERIN WEST TAGAYTAY,"Silang Junction South, Tagaytay",8000000,37,1,1,1,2,2,1,1,2,1,https://www.lamudi.com.ph/projects/serin-west-tagaytay/1-bedroom-condo-unit-for-sale-in-avida-serin-tagay-170487072777/,Tagaytay,CAVITE
CD665838CD188C7PH,THE GRAND QUARTIER,"Crosswinds Dr, 4120 Tagaytay City, Philippines Iruhin East, Tagaytay",8000000,30,2,1,1,0,1,1,0,2,2,https://www.lamudi.com.ph/buy/cavite/tagaytay/discover-your-sanctuary-in-the-sky-at-grand-quarte-171705774152/,Tagaytay,CAVITE
CD60CD3958DCE58PH,SERIN WEST TAGAYTAY,"Silang Junction South, Tagaytay",3600000,22,1,1,0,0,0,1,0,1,2,https://www.lamudi.com.ph/projects/serin-west-tagaytay/for-sale-fully-furnished-studio-condominium-unit-in-serin-west-tagaytay/,Tagaytay,CAVITE
CD6653D9E23A292PH,SUNRISE HOLIDAY MANSION HOTEL,"Buck Estate, Alfonso",2300000,36,1,0,0,0,0,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/alfonso/condo-unit-in-sunrise-holiday-mansion-inside-royal-17168233508/,Alfonso,CAVITE
CD654EFC898693FPH,WESTWIND AT LANCASTER NEW CITY,"Navarro, General Trias",2500000,30.1,1,1,2,2,1,1,1,0,1,https://www.lamudi.com.ph/buy/cavite/general-trias/for-sale-westwind-condominium-at-lancaster-new-cit-17220063571/,General Trias,CAVITE
CD62C338BC37D16PH,SERIN WEST TAGAYTAY,"Silang Junction North, Tagaytay",4637000,23,1,1,1,2,2,1,1,1,1,https://www.lamudi.com.ph/projects/serin-west-tagaytay/studio-unit-for-sale-in-avida-serin-tagaytay-near-168767598470/,Tagaytay,CAVITE
CD65FFF6D5F3EFCPH,CROSSWINDS,"Iruhin East, Tagaytay",6000000,48,1,0,0,0,0,1,0,2,0,https://www.lamudi.com.ph/projects/crosswinds/1-bedroom-condominium-unit-for-sale-in-crosswinds-171127368684/,Tagaytay,CAVITE
CD665D4D0F79D04PH,TAGAYTAY PRIME RESIDENCES,"San Jose, Tagaytay",2550000,25.4,1,1,0,0,1,1,0,0,1,https://www.lamudi.com.ph/buy/cavite/tagaytay/1-bedroom-fully-furnished-unit-in-tagaytay-prime-r-17173906079/,Tagaytay,CAVITE
CD64ADF98455D16PH,THE WOODRIDGE AT TAGAYTAY HIGHLANDS,"The Woodridge Place, Tagaytay, Cavite Calabuso, Tagaytay",30000000,212,3,2,1,0,1,1,0,0,1,https://www.lamudi.com.ph/projects/the-woodridge-at-tagaytay-highlands/3br-condo-for-sale-in-the-woodridge-place-tagaytay-168912320480/,Tagaytay,CAVITE
CD6649C10CD3F0BPH,AVIANA,"Bucandala IV, Imus",4200000,23.76,1,1,0,0,0,0,0,0,0,https://www.lamudi.com.ph/buy/cavite/imus/studio-unit-for-sale-near-airport-171610958085/,Imus,CAVITE
NO938CD54WYRINTRESPH,SERIN EAST TAGAYTAY,"Silang Junction North, Tagaytay",12000000,61,2,1,1,0,1,1,1,1,1,https://www.lamudi.com.ph/buy/cavite/tagaytay/2-bedroom-unit-avida-serin-tagaytay-for-sale-in-si-16780892790/,Tagaytay,CAVITE
CD65EADFADEF9C1PH,GREEN 2 RESIDENCES,"8WGW+MWP, Congressional Ave, Dasmariñas, Cavite Burol, Dasmariñas",7347000,32,2,1,0,2,1,1,1,0,0,https://www.lamudi.com.ph/projects/green-2-residences/2-bedroom-unit-for-sale-in-green-2-residences-dasm-17105155878/,Dasmariñas,CAVITE
CD66969C941E71BPH,ALEA RESIDENCES,"Zapote III, Bacoor",5900000,63,2,1,0,0,0,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/bacoor/2-bedrooms-for-sale-in-bacoor-cavite-near-pasay-172114651652/,Bacoor,CAVITE
CD5D13482CC5570PH,STANFORD SUITES,"Stanford Suites, Barangay Inchican, Silang, Cavite Inchican, Silang",2600000,18,1,1,0,0,0,1,0,0,0,https://www.lamudi.com.ph/projects/stanford-suites/semi-furnished-studio-unit-with-parking-in-stanford-suites-cavite-for-sale/,Silang,CAVITE
CD5DB7AC716A5B5PH,TAGAYTAY PRIME RESIDENCES,"Philippines, Tagaytay City, San Jose, Tagaytay Calamba Rd San Jose, Tagaytay",2600000,25,1,1,1,3,2,1,1,2,3,https://www.lamudi.com.ph/projects/tagaytay-prime-residences/studio-unit-for-sale-at-tagaytay-prime-residences-2/,Tagaytay,CAVITE
CD66530DC16D913PH,THE WOODRIDGE AT TAGAYTAY HIGHLANDS,"Calabuso, Tagaytay",32000000,257,4,3,0,0,0,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/for-sale-4br-unit-at-tagaytay-highlands-woodridge-171682356074/,Tagaytay,CAVITE
CD66320AF0E5DA6PH,SERIN EAST TAGAYTAY,"Silang Junction South, Tagaytay",0,63,1,1,2,1,1,1,1,1,1,https://www.lamudi.com.ph/buy/cavite/tagaytay/lipat-agad-good-deal-special-1br-w-balcony-in-taga-171463442431/,Tagaytay,CAVITE
CD6617ECA95DF8FPH,0,"Silang Junction North, Tagaytay",3900000,24,0,1,1,2,1,0,0,0,0,https://www.lamudi.com.ph/projects/pine-suites-tagaytay-1/ready-for-occupancy-studio-unit-for-sale-in-tagayt-171284394524/,Tagaytay,CAVITE
CD6086948AF2AA2PH,PINE SUITES TAGAYTAY,"Maitim 2nd West, Tagaytay",6900000,51,2,1,2,2,1,1,0,1,2,https://www.lamudi.com.ph/projects/pine-suites-tagaytay-1/2-bedroom-condo-fully-furnished-in-pine-suites-tag-17186082919/,Tagaytay,CAVITE
CD63D7754B20347PH,SERIN EAST TAGAYTAY,"Silang Junction North, Tagaytay",0,22.7,1,1,2,1,1,1,1,2,3,https://www.lamudi.com.ph/buy/cavite/tagaytay/preselling-studio-type-condo-unit-for-sale-in-seri-171981040123/,Tagaytay,CAVITE
CD667EDBFAC6FB3PH,SERIN WEST TAGAYTAY,"Sungay South-East, Tagaytay",8500000,36,1,1,0,0,1,1,0,0,1,https://www.lamudi.com.ph/buy/cavite/tagaytay/rush-sale-1-bedroom-condominium-unit-in-tagaytay-c-171958988224/,Tagaytay,CAVITE
CD665EBD911597FPH,TAGAYTAY PRIME RESIDENCES,"San Jose, Tagaytay",2600000,26,1,1,0,0,0,1,0,1,1,https://www.lamudi.com.ph/buy/cavite/tagaytay/1-bedroom-fully-furnished-unit-in-tagaytay-with-ta-171748494534/,Tagaytay,CAVITE
CD66657690B5B5FPH,HORIZON TERRACES,"tagaytay highlands Calabuso North, Tagaytay",7500000,35,1,1,1,0,1,0,1,2,2,https://www.lamudi.com.ph/buy/cavite/tagaytay/rfo-1br-luxury-condo-for-sale-tagaytay-highlands-t-171792552057/,Tagaytay,CAVITE
CD664D7EAC32711PH,KASA LUNTIAN,"San Jose, Tagaytay",7600000,55,1,1,0,0,1,1,1,1,2,https://www.lamudi.com.ph/projects/kasa-luntian-1/1-bedroom-unit-with-balcony-kasa-luntian-tagaytay-17163547328/,Tagaytay,CAVITE
CD65A4E5E77AFDCPH,KASA LUNTIAN,"San Jose, Tagaytay",5600000,40,1,1,0,0,1,1,1,1,0,https://www.lamudi.com.ph/projects/kasa-luntian-1/for-sale-41-sqm-studio-condo-unit-at-kasa-luntian-170530557529/,Tagaytay,CAVITE
CD65798FC6B386DPH,WIND RESIDENCES,"Maharlika West, Tagaytay",1600000,26,1,1,2,0,1,1,0,1,1,https://www.lamudi.com.ph/projects/wind-residences/pasalo-rush-for-sale-studio-condominium-in-wind-re-171386503086/,Tagaytay,CAVITE
CD66306AEE8DF27PH,WIND RESIDENCES,"E. Aguinaldo Hwy, 4120 Tagaytay City, Philippines Maharlika West, Tagaytay",3700000,28.64,1,1,2,0,2,1,0,1,1,https://www.lamudi.com.ph/projects/wind-residences/condo-for-sale-1br-with-balcony-in-wind-residences-171444913425/,Tagaytay,CAVITE
CD64900F012B4E4PH,SERIN EAST TAGAYTAY,"Silang Junction North, Tagaytay",14647000,70,2,2,1,1,1,1,1,1,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/for-sale-2-bedroom-condo-unit-with-balcony-at-seri-168716262538/,Tagaytay,CAVITE
CD64900C4C41635PH,SERIN EAST TAGAYTAY,"Serin East Tagaytay, Cavite Silang Junction North, Tagaytay",7901000,37.1,1,1,1,1,1,1,1,1,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/serin-east-tagaytay-1-bedroom-for-sale-in-tagaytay-168784662135/,Tagaytay,CAVITE
CD65F2B82A676B4PH,ELIJAH HOTEL AND RESIDENCES,"Salawag, Dasmariñas",4723323,24.58,1,1,0,0,0,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/dasmarinas/pre-selling-rent-to-own-studio-tupe-condominium-in-171110072438/,Dasmariñas,CAVITE
CD6682979C30FFAPH,MILANO,"Bacoor Cavite Mambog I, Bacoor",6793000,30,1,1,0,0,0,1,1,1,1,https://www.lamudi.com.ph/buy/cavite/bacoor/rent-to-own-condo-in-milano-bacoor-cavite-171983452462/,Bacoor,CAVITE
CD66A8FE1D29131PH,HORIZON TERRACES,"Iruhin South, Tagaytay",9000000,44,1,1,0,0,0,0,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/rfo-condo-in-tagaytay-highlands-172235113315/,Tagaytay,CAVITE
CD6412CF543E809PH,TAGAYTAY PRIME RESIDENCES,"San Jose, Tagaytay",5500000,42,1,1,0,0,1,1,0,0,1,https://www.lamudi.com.ph/projects/tagaytay-prime-residences/cityland-tagaytay-1br-42sqm-with-balcony-near-fora-167895432441/,Tagaytay,CAVITE
CD637DBDAC52D53PH,TAGAYTAY PRIME RESIDENCES,"San Jose, Tagaytay",4500000,34,1,2,0,0,0,1,0,1,0,https://www.lamudi.com.ph/projects/tagaytay-prime-residences/34-sqm-condo-unit-overlooking-taal-lake-for-sale-166918494012/,Tagaytay,CAVITE
CD662A5090667D2PH,504,"Neogan, Tagaytay",5955398,36,2,2,0,0,1,1,0,1,0,https://www.lamudi.com.ph/projects/la-bella-tagaytay/penthouse-at-la-bella-tagaytay-171404916820/,Tagaytay,CAVITE
CD65EFEE0FADCE9PH,MILANO,"Mambog I, Bacoor",4209000,23.76,1,1,0,0,0,0,1,0,0,https://www.lamudi.com.ph/projects/milano/for-sale-pre-selling-studio-condominium-in-bacoor-171022286362/,Bacoor,CAVITE
CD6638A5BAD7E65PH,ALEA RESIDENCES,"Zapote III, Bacoor",7500000,54,2,1,1,2,0,1,1,2,2,https://www.lamudi.com.ph/projects/alea-residences/for-sale-furnished-2-bedroom-unit-with-parking-at-171498847417/,Bacoor,CAVITE
CD65B2ED7A34661PH,WOODHILLS RESIDENCES AT TAGAYTAY TROPICAL GARDENS,"Patutong Malaki South, Tagaytay",3732066,31.98,1,1,1,0,1,1,0,1,3,https://www.lamudi.com.ph/projects/woodhills-residences-at-tagaytay-tropical-gardens/1-br-condominium-unit-for-sale-in-gated-subdivisio-17062587020/,Tagaytay,CAVITE
CD65829817ADB6DPH,WIND RESIDENCES,"Maharlika West, Tagaytay",3600000,26,1,1,1,0,2,1,0,0,1,https://www.lamudi.com.ph/projects/wind-residences/rush-for-sale-1br-condominium-at-wind-residences-i-170686350190/,Tagaytay,CAVITE
CD66A91E4768049PH,LA CASSIA AT MAPLE GROVE,General Trias,6883000,26,1,1,2,1,2,1,1,2,2,https://www.lamudi.com.ph/buy/cavite/general-trias/condominium-in-general-trias-la-cassia-by-maple-gr-172235936727/,,CAVITE
CD65C9762AB665FPH,WESTWIND AT LANCASTER NEW CITY,"Navarro, General Trias",0,36.4,2,1,1,0,1,1,1,1,0,https://www.lamudi.com.ph/buy/cavite/general-trias/2-bedroom-unit-in-westwind-at-lancaster-new-city-g-171939498260/,General Trias,CAVITE
CD65C977E8165FDPH,WESTWIND AT LANCASTER NEW CITY,"Navarro, General Trias",0,55.5,3,2,1,0,1,1,1,1,0,https://www.lamudi.com.ph/buy/cavite/general-trias/for-sale-3-bedroom-unit-in-westwind-at-lancaster-n-170770224826/,General Trias,CAVITE
CD5C8B85B8E3D00PH,TAGAYTAY PRIME RESIDENCES,"San Jose, Tagaytay",6500000,38,1,1,2,2,2,1,1,2,4,https://www.lamudi.com.ph/projects/tagaytay-prime-residences/tagaytay-brand-new-one-bedroom-condo-overlooking-t-170321134574/,Tagaytay,CAVITE
CD6568299315D44PH,SERIN EAST TAGAYTAY,"Serin East Tagaytay crossing East near Serin Mall Tagaytay Mendez Crossing East, Tagaytay",8000000,49.63,1,1,0,2,1,1,0,1,1,https://www.lamudi.com.ph/buy/cavite/tagaytay/tagaytay-serin-east-1-bedroom-with-balcony-172249040742/,Tagaytay,CAVITE
CD65C9AE5E1DAFEPH,WIND RESIDENCES,"Asisan, Tagaytay",3200000,26.62,1,1,0,2,1,1,1,2,1,https://www.lamudi.com.ph/projects/wind-residences/rush-sale-wind-residences-tagaytay-1-bedroom-171637612948/,Tagaytay,CAVITE
CD64245BA67E85DPH,COOL SUITES AT WIND RESIDENCES,"Tagaytay City, Calabarzon, Philippines Maharlika West, Tagaytay",3800000,23.33,1,1,2,2,1,1,1,0,1,https://www.lamudi.com.ph/projects/cool-suites-at-wind-residences/tagaytay-condominium-studio-type-ready-to-move-in-171760202564/,Tagaytay,CAVITE
CD641C7E451D9BEPH,ONE LANCASTER PARK,"Alapan II-B, Imus",3600000,45,2,1,1,1,1,1,1,2,2,https://www.lamudi.com.ph/projects/one-lancaster-park/condominium-for-sale-2-bedroom-with-balcony-one-la-167958893362/,Imus,CAVITE
CD5FB73F3C7F81BPH,TAGAYTAY PRIME RESIDENCES,"San Jose, Tagaytay",2734691,24,1,1,0,1,1,1,1,2,2,https://www.lamudi.com.ph/projects/tagaytay-prime-residences/2-7m-tagaytay-condo-available-17152607185/,Tagaytay,CAVITE
CD669E7E7572CADPH,WIND RESIDENCES,"Wind Residences Aguinaldo Hiway Tagaytay City Maharlika West, Tagaytay",5500000,34.89,1,1,2,2,2,1,1,0,1,https://www.lamudi.com.ph/buy/cavite/tagaytay/tagaytay-condominium-for-sale-172166309374/,Tagaytay,CAVITE
CD6641EA0BA54B6PH,PINE SUITES TAGAYTAY,"Maitim 2nd West, Tagaytay",10073000,48.38,1,0,0,0,0,0,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/msg-15-1085-pine-suites-tagaytay-maitim-2nd-west-t-171559578727/,Tagaytay,CAVITE
CD6641EA0D109FCPH,PINE SUITES TAGAYTAY,"Maitim 2nd West, Tagaytay",10663000,51.79,1,0,0,0,0,0,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/msg-15-1086-pine-suites-tagaytay-maitim-2nd-west-t-171559578924/,Tagaytay,CAVITE
CD664448D13583APH,ALPINE VILLAS,"Iruhin East, Tagaytay",11000000,30.12,1,0,0,0,1,0,0,0,0,https://www.lamudi.com.ph/projects/alpine-villas/pre-owned-condo-unit-for-sale-in-crosswinds-tagayt-17157511212/,Tagaytay,CAVITE
CD663E49040F411PH,ALTA MONTE LEISURE SUITES-NORTH,"Kaybagal East, Tagaytay",13490000,123,3,3,0,0,1,1,0,1,0,https://www.lamudi.com.ph/projects/alta-monte-leisure-suites-north/mezzanine-type-3br-condo-unit-for-sale-in-tagaytay-171535795627/,Tagaytay,CAVITE
CD664D60F98DF0APH,THE WELLINGTON COURTYARD,"Kaybagal South, Tagaytay",9500000,92,2,0,0,0,0,1,0,1,0,https://www.lamudi.com.ph/projects/the-wellington-courtyard/condo-unit-for-sale-in-tagaytay-city-mc-17163471291/,Tagaytay,CAVITE
CD64842A423A489PH,THE WOODRIDGE AT TAGAYTAY HIGHLANDS,"Calabuso, Tagaytay",14000000,78,2,1,0,0,0,1,0,0,1,https://www.lamudi.com.ph/projects/the-woodridge-at-tagaytay-highlands/2-bedroom-unit-with-parking-for-sale-in-tagaytay-h-168785942213/,Tagaytay,CAVITE
CD666C5FA774F65PH,SERIN EAST TAGAYTAY,"Silang Junction South, Tagaytay",7700000,30.5,1,1,1,3,1,1,1,1,3,https://www.lamudi.com.ph/buy/cavite/tagaytay/pre-selling-resort-inspired-executive-studio-condo-171837840752/,Tagaytay,CAVITE
CD65D30A9CC97BAPH,WIND RESIDENCES,"Maharlika West, Tagaytay",5995500,31.97,1,0,0,0,0,1,0,0,0,https://www.lamudi.com.ph/projects/wind-residences/msg-08-1860-wind-residences-tagaytay-foreclosed-co-17141212498/,Tagaytay,CAVITE
CD664447E91551FPH,THE WELLINGTON COURTYARD,"Kaybagal South, Tagaytay",9500000,92,2,0,0,0,1,0,0,0,0,https://www.lamudi.com.ph/projects/the-wellington-courtyard/pre-owned-condo-unit-for-sale-in-tagaytay-city-mc-171575088935/,Tagaytay,CAVITE
CD6667E87871D20PH,LEISURE SUITES,"Kaybagal East, Tagaytay",8450000,76,2,0,0,0,0,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/condo-unit-for-sale-in-tagaytay-city-leisure-suite-171808575229/,Tagaytay,CAVITE
CD6655BD3BCD4D9PH,SERIN WEST TAGAYTAY,"Silang Junction South, Tagaytay",9547321,46.4,1,1,2,2,2,1,1,2,4,https://www.lamudi.com.ph/buy/cavite/tagaytay/tagaytay-1-bedroom-with-balcony-corner-unit-top-fl-171689503569/,Tagaytay,CAVITE
